,Name,Gender,Age,Nationality,Years_Active,Genre_Niche,Beauty_Level,Skills,Education,Award_Wins,Media_Mentions,Social_Media_Followers,Social_Media_Likes,Network_Size,MBTI_Personality,Income_Per_Year,First_Name,Last_Name,Genre_Niche_1,Genre_Niche_2,Skill_1,Skill_2,Skill_3
462,Rohan Patel,Male,28,Indian,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Rohan, Patel,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
463,Maya Lopez,Female,26,Mexican,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Maya, Lopez,Music,,Singing, Songwriting, Music Production
464,Hiroshi Suzuki,Male,34,Japanese,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ISTP,280000,Hiroshi, Suzuki,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
465,Aisha Khan,Female,29,Indian,8,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Aisha, Khan,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
466,Evan Garcia,Male,27,Spanish,5,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFP,220000,Evan, Garcia,Comedy,,Stand-up Comedy, Improvisation, Writing
467,Mia Martinez,Female,32,Mexican,7,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTJ,250000,Mia, Martinez,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
468,Surya Patel,Male,29,Indian,6,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,Surya, Patel,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
469,Sakura Tran,Female,30,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Sakura, Tran,Photography & Travel,,Photography, Videography, Travel Writing
470,Ethan Nguyen,Male,29,Vietnamese,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Ethan, Nguyen,Comedy,,Stand-up Comedy, Improvisation, Writing
471,Arya Sharma,Female,32,Indian,8,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Arya, Sharma,Technology,,Software Engineering, Data Science, Artificial Intelligence
472,Rahul Lee,Male,27,Korean,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Rahul, Lee,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
473,Sofia Rodriguez,Female,31,Mexican,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sofia, Rodriguez,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
474,Liam Kim,Male,29,Korean,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,280000,Liam, Kim,Music,,Singing, Songwriting, Music Production
475,Ava Hernandez,Female,28,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Ava, Hernandez,Food & Cooking,,Cooking, Recipe Development, Food Blogging
476,Noah Tran,Male,31,Vietnamese,7,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Noah, Tran,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
478,Emily Smith,Female,28,American,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Emily, Smith,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
479,Jacob Johnson,Male,32,Canadian,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Jacob, Johnson,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
480,Aarav Patel,Male,30,Indian,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Aarav, Patel,Technology,,Software Engineering, Data Science, Artificial Intelligence
481,Sophie Brown,Female,29,British,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Sophie, Brown,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
482,Liam Kim,Male,27,Korean,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Liam, Kim,Music,,Singing, Songwriting, Music Production
483,Emma Chen,Female,35,Chinese,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ISTP,280000,Emma, Chen,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
487,Daniel Nguyen,Male,29,Vietnamese,6,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,Daniel, Nguyen,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
519,Oliver Nguyen,Male,32,Vietnamese,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Nguyen,Food & Cooking,,Cooking, Recipe Development, Food Blogging
520,Emma Kim,Female,28,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Emma, Kim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
523,Olivia Khan,Female,28,Indian,6,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Olivia, Khan,Technology,,Software Engineering, Data Science, Artificial Intelligence
524,Ethan Lopez,Male,33,Spanish,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Ethan, Lopez,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
525,Zara Ali,Female,29,Indian,7,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Zara, Ali,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
526,James Kim,Male,31,Korean,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,James, Kim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
527,Sophia Patel,Female,27,Indian,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Sophia, Patel,Music,,Singing, Songwriting, Music Production
528,Noah Chen,Male,35,Chinese,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ISTP,280000,Noah, Chen,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
529,Ella Rodriguez,Female,32,Mexican,8,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Ella, Rodriguez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
530,Aiden Garcia,Male,28,Mexican,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFP,220000,Aiden, Garcia,Comedy,,Stand-up Comedy, Improvisation, Writing
531,Isabella Lee,Female,34,Korean,7,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTJ,250000,Isabella, Lee,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
532,Liam Nguyen,Male,30,Vietnamese,8,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,Liam, Nguyen,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
533,Sophia Tran,Female,31,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Sophia, Tran,Photography & Travel,,Photography, Videography, Travel Writing
534,Ethan Tran,Male,29,Vietnamese,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Ethan, Tran,Comedy,,Stand-up Comedy, Improvisation, Writing
536,Daniel Lee,Male,28,Korean,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Daniel, Lee,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
537,Sophia Rodriguez,Female,33,Mexican,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Rodriguez,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
538,Oliver Kim,Male,31,Korean,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,280000,Oliver, Kim,Music,,Singing, Songwriting, Music Production
539,Ava Garcia,Female,29,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Ava, Garcia,Food & Cooking,,Cooking, Recipe Development, Food Blogging
540,Noah Hernandez,Male,33,Mexican,7,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Noah, Hernandez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
541,Emma Tran,Female,30,Vietnamese,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Emma, Tran,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
542,Liam Nguyen,Male,28,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Liam, Nguyen,Music,,Singing, Songwriting, Music Production
545,Ava Kim,Female,31,Korean,7,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Ava, Kim,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
546,Noah Tran,Male,30,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Noah, Tran,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
547,Emma Kim,Female,29,Korean,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Emma, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
548,Liam Nguyen,Male,27,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Liam, Nguyen,Music,,Singing, Songwriting, Music Production
549,Sophia Tran,Female,33,Vietnamese,7,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Sophia, Tran,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
550,Oliver Kim,Male,35,Korean,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Kim,Food & Cooking,,Cooking, Recipe Development, Food Blogging
552,Liam Kim,Male,30,Korean,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Liam, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
556,Liam Kim,Male,35,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Liam, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
560,Liam Kim,Male,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Liam, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
567,Ella Smith,Female,26,American,5,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Ella, Smith,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
568,Noah Johnson,Male,33,Canadian,9,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Noah, Johnson,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
569,Sophia Patel,Female,29,Indian,8,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Sophia, Patel,Technology,,Software Engineering, Data Science, Artificial Intelligence
570,Oliver Brown,Male,32,British,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Oliver, Brown,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
571,Ava Kim,Female,28,Korean,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Ava, Kim,Music,,Singing, Songwriting, Music Production
572,Noah Chen,Male,34,Chinese,10,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ISTP,280000,Noah, Chen,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
573,Emma Rodriguez,Female,32,Mexican,9,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Emma, Rodriguez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
574,Ethan Garcia,Male,29,Mexican,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFP,220000,Ethan, Garcia,Comedy,,Stand-up Comedy, Improvisation, Writing
575,Isabella Lee,Female,35,Korean,8,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTJ,250000,Isabella, Lee,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
576,Liam Nguyen,Male,31,Vietnamese,7,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,Liam, Nguyen,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
577,Sophia Tran,Female,32,Vietnamese,8,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Sophia, Tran,Photography & Travel,,Photography, Videography, Travel Writing
578,Oliver Tran,Male,30,Vietnamese,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Oliver, Tran,Comedy,,Stand-up Comedy, Improvisation, Writing
579,Ava Khan,Female,31,Indian,8,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Ava, Khan,Technology,,Software Engineering, Data Science, Artificial Intelligence
580,Daniel Lee,Male,28,Korean,7,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Daniel, Lee,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
581,Sophia Rodriguez,Female,33,Mexican,8,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Rodriguez,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
583,Emma Garcia,Female,29,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Emma, Garcia,Food & Cooking,,Cooking, Recipe Development, Food Blogging
584,Noah Hernandez,Male,33,Mexican,8,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Noah, Hernandez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
585,Sophia Tran,Female,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Sophia, Tran,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
586,Oliver Nguyen,Male,28,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Oliver, Nguyen,Music,,Singing, Songwriting, Music Production
587,Emma Tran,Female,34,Vietnamese,8,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Emma, Tran,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
588,Liam Nguyen,Male,32,Vietnamese,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Liam, Nguyen,Comedy,,Stand-up Comedy, Improvisation, Writing
589,Sophia Kim,Female,29,Korean,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Sophia, Kim,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
590,Oliver Tran,Male,31,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Oliver, Tran,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
591,Emma Lee,Female,30,Korean,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Emma, Lee,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
593,Sophia Tran,Female,34,Vietnamese,7,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Sophia, Tran,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
594,Oliver Nguyen,Male,36,Korean,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Nguyen,Food & Cooking,,Cooking, Recipe Development, Food Blogging
595,Emma Nguyen,Female,29,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Emma, Nguyen,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
596,Liam Kim,Male,31,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Liam, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
597,Sophia Tran,Female,30,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Tran,Music,,Singing, Songwriting, Music Production
599,Emma Kim,Female,28,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Emma, Kim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
600,Liam Kim,Male,30,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Liam, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
601,Sophia Tran,Female,29,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Tran,Music,,Singing, Songwriting, Music Production
602,Oliver Nguyen,Male,32,Vietnamese,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Nguyen,Food & Cooking,,Cooking, Recipe Development, Food Blogging
603,Ella Johnson,Female,27,Canadian,8,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Ella, Johnson,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
604,Noah Kim,Male,34,Korean,10,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Noah, Kim,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
605,Sophia Patel,Female,30,Indian,9,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Sophia, Patel,Technology,,Software Engineering, Data Science, Artificial Intelligence
606,Oliver Brown,Male,33,British,9,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Oliver, Brown,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
607,Ava Lee,Female,29,Korean,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Ava, Lee,Music,,Singing, Songwriting, Music Production
608,Noah Chen,Male,35,Chinese,11,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ISTP,280000,Noah, Chen,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
609,Emma Rodriguez,Female,33,Mexican,10,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Emma, Rodriguez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
610,Ethan Garcia,Male,30,Mexican,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFP,220000,Ethan, Garcia,Comedy,,Stand-up Comedy, Improvisation, Writing
611,Isabella Lee,Female,36,Korean,9,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTJ,250000,Isabella, Lee,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
612,Liam Nguyen,Male,32,Vietnamese,8,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,Liam, Nguyen,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
613,Sophia Tran,Female,33,Vietnamese,9,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Sophia, Tran,Photography & Travel,,Photography, Videography, Travel Writing
614,Oliver Tran,Male,31,Vietnamese,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Oliver, Tran,Comedy,,Stand-up Comedy, Improvisation, Writing
615,Ava Khan,Female,32,Indian,9,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Ava, Khan,Technology,,Software Engineering, Data Science, Artificial Intelligence
616,Daniel Lee,Male,29,Korean,8,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Daniel, Lee,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
617,Sophia Rodriguez,Female,34,Mexican,9,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Rodriguez,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
618,Oliver Kim,Male,32,Korean,9,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,280000,Oliver, Kim,Music,,Singing, Songwriting, Music Production
